epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,9424.94,0.94907,0.58886,0.89534,0.58654,0.38104,0.41533,0.24868,1.11874,0.77496,1.01529,0.000313458,0.000313458,0.000313458
65,9563.42,0.93287,0.56998,0.88895,0.54085,0.39944,0.40871,0.25041,1.12502,0.77246,1.01578,0.000305211,0.000305211,0.000305211
66,9703.5,0.93291,0.57527,0.89755,0.62246,0.39476,0.4136,0.24362,1.11761,0.78082,1.01421,0.000296964,0.000296964,0.000296964
67,9842.09,0.94953,0.57429,0.89654,0.63934,0.38583,0.41779,0.24987,1.12229,0.77217,1.01704,0.000288718,0.000288718,0.000288718
68,9981.84,0.94758,0.57915,0.895,0.58429,0.38551,0.40534,0.24456,1.1286,0.77265,1.01792,0.000280471,0.000280471,0.000280471
69,10120.3,0.91545,0.55063,0.88629,0.59093,0.40086,0.41165,0.24812,1.11407,0.77343,1.01711,0.000272224,0.000272224,0.000272224
70,10258.3,0.90228,0.54224,0.88505,0.60529,0.39553,0.42377,0.24826,1.11752,0.76746,1.00852,0.000263978,0.000263978,0.000263978
71,10397.1,0.91785,0.54675,0.88358,0.56333,0.40746,0.40968,0.24782,1.12078,0.75377,1.01288,0.000255731,0.000255731,0.000255731
72,10536.3,0.90594,0.54539,0.88865,0.60203,0.39561,0.41764,0.24615,1.12137,0.76133,1.01884,0.000247484,0.000247484,0.000247484
73,10674.8,0.89361,0.53168,0.87869,0.5877,0.4263,0.43008,0.25134,1.11393,0.75886,1.01231,0.000239238,0.000239238,0.000239238
74,10813.6,0.88196,0.52407,0.88686,0.61488,0.38991,0.42291,0.24828,1.11646,0.76086,1.02189,0.000230991,0.000230991,0.000230991
75,10951.6,0.88726,0.53328,0.88375,0.61294,0.37016,0.41361,0.24956,1.10883,0.75081,1.01729,0.000222744,0.000222744,0.000222744
76,11091.1,0.88307,0.5228,0.87608,0.61325,0.37632,0.41132,0.24546,1.11283,0.75319,1.01439,0.000214497,0.000214497,0.000214497
77,11229.1,0.87626,0.52077,0.87136,0.59239,0.38486,0.41013,0.2425,1.10306,0.76118,1.00988,0.000206251,0.000206251,0.000206251
78,11368,0.87272,0.5203,0.87109,0.6333,0.36356,0.41679,0.25364,1.10469,0.75196,1.01812,0.000198004,0.000198004,0.000198004
79,11512.5,0.87959,0.51873,0.87016,0.57908,0.40776,0.42213,0.2514,1.10328,0.75193,1.01413,0.000189757,0.000189757,0.000189757
80,11650.9,0.85776,0.50526,0.87088,0.6167,0.40098,0.42156,0.25246,1.11198,0.74959,1.01502,0.000181511,0.000181511,0.000181511
81,11790.1,0.85335,0.5038,0.87095,0.56544,0.42029,0.42016,0.24668,1.11403,0.76301,1.01785,0.000173264,0.000173264,0.000173264
82,11928.6,0.865,0.50619,0.87118,0.58721,0.40492,0.42337,0.25817,1.10633,0.73722,1.0184,0.000165017,0.000165017,0.000165017
83,12067.7,0.84911,0.49776,0.86279,0.56605,0.41966,0.42531,0.25593,1.1029,0.75675,1.01698,0.000156771,0.000156771,0.000156771
84,12205.6,0.84591,0.49805,0.8645,0.53604,0.4284,0.41461,0.25299,1.09407,0.74126,1.00926,0.000148524,0.000148524,0.000148524
85,12344.7,0.84067,0.48758,0.86403,0.57579,0.40403,0.42451,0.26086,1.10495,0.75696,1.01399,0.000140277,0.000140277,0.000140277
86,12483.2,0.83577,0.48434,0.86047,0.62719,0.39338,0.43025,0.26042,1.09538,0.74938,1.00883,0.000132031,0.000132031,0.000132031
87,12622.6,0.83362,0.48355,0.86414,0.5784,0.42286,0.4316,0.25579,1.09972,0.75692,1.01069,0.000123784,0.000123784,0.000123784
88,12760.5,0.82235,0.47413,0.85643,0.61425,0.40787,0.42285,0.25862,1.10142,0.75296,1.01776,0.000115537,0.000115537,0.000115537
89,12899.4,0.82501,0.47211,0.85783,0.5757,0.41209,0.41965,0.25439,1.10529,0.75282,1.0178,0.00010729,0.00010729,0.00010729
90,13037.9,0.82682,0.47316,0.85447,0.61054,0.40418,0.42579,0.25941,1.0966,0.74673,1.01262,9.90437e-05,9.90437e-05,9.90437e-05
91,13187,0.82041,0.46514,0.85709,0.64524,0.38088,0.4158,0.25796,1.10329,0.75401,1.0201,9.0797e-05,9.0797e-05,9.0797e-05
92,13325.2,0.81492,0.45452,0.85398,0.58427,0.40381,0.40995,0.25382,1.11097,0.77578,1.01732,8.25503e-05,8.25503e-05,8.25503e-05
93,13463.1,0.80909,0.4532,0.84778,0.6254,0.39959,0.42137,0.25839,1.10307,0.76888,1.01744,7.43036e-05,7.43036e-05,7.43036e-05
94,13602.7,0.80148,0.44651,0.84933,0.59988,0.40991,0.42444,0.25861,1.10465,0.76504,1.01932,6.60569e-05,6.60569e-05,6.60569e-05
95,13740.7,0.78977,0.43704,0.84578,0.63972,0.39816,0.42274,0.26044,1.10271,0.76428,1.02091,5.78102e-05,5.78102e-05,5.78102e-05
96,13878.9,0.79636,0.44252,0.84529,0.6019,0.41406,0.41904,0.26068,1.10386,0.76544,1.02037,4.95635e-05,4.95635e-05,4.95635e-05
97,14017.9,0.7915,0.43402,0.84765,0.62075,0.40608,0.42329,0.26138,1.10023,0.76253,1.02069,4.13168e-05,4.13168e-05,4.13168e-05
98,14157.3,0.7793,0.43399,0.84016,0.62095,0.40762,0.42617,0.25795,1.09996,0.761,1.01483,3.30701e-05,3.30701e-05,3.30701e-05
99,14295,0.78551,0.43503,0.84683,0.63052,0.40773,0.42035,0.2592,1.09832,0.75448,1.01728,2.48234e-05,2.48234e-05,2.48234e-05
100,14433.1,0.78063,0.43298,0.84357,0.62253,0.40504,0.41966,0.26063,1.09933,0.75546,1.01714,1.65767e-05,1.65767e-05,1.65767e-05
